name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
美国红腰豆扣鲍片,zh-CN,China,Braised Sliced Abalone with American Kidney Beans,Braised Sliced Abalone with American Kidney Beans,,,,,,,,,
美极掌中宝,zh-CN,China,Sautéed Chicken Feet with Maggi Sauce,Sautéed Chicken Feet with Maggi Sauce,,,,,,,,,
美极葱香鸡脆骨,zh-CN,China,Sautéed Chicken Gristle with Scallion and Maggi Sauce,Sautéed Chicken Gristle with Scallion and Maggi Sauce,,,,,,,,,
羔蟹（花雕酒蒸/姜葱炒/椒盐）,zh-CN,China,Green Crab (Steamed in Yellow Wine/ Sautéed with Ginger and Scallion/ Sautéed with Spices),Green Crab (Steamed in Yellow Wine/ Sautéed with Ginger and Scallion/ Sautéed with Spices),,,,,,,,,
翅汤浸什菌,zh-CN,China,Braised Assorted Mushrooms in Shark Fin Soup,Braised Assorted Mushrooms in Shark Fin Soup,,,,,,,,,
翅汤青瓜虾球,zh-CN,China,Cucumber and Prawn in Shark Fin Soup,Cucumber and Prawn in Shark Fin Soup,,,,,,,,,
翡翠虾仁,zh-CN,China,Sautéed Shrimp with Greens,Sautéed Shrimp with Greens,,,,,,,,,
翡翠虾球,zh-CN,China,Sautéed Prawn with Greens,Sautéed Prawn with Greens,,,,,,,,,
翡翠金银玉带,zh-CN,China,Sautéed Scallops and Greens,Sautéed Scallops and Greens,,,,,,,,,
翡翠鲍脯麒麟鸡,zh-CN,China,Braised Chicken with Sliced Abalone and Ham,Braised Chicken with Sliced Abalone and Ham,,,,,,,,,
老北京豆酱,zh-CN,China,Traditional Beijing Bean Paste,Traditional Beijing Bean Paste,,,,,,,,,
老店烧鸭,zh-CN,China,Laodian Roast Duck,Laodian Roast Duck,,,,,,,,,
老醋泡花生,zh-CN,China,Peanuts in Vinegar,Peanuts in Vinegar,,,,,,,,,
老醋花生米,zh-CN,China,Peanuts with Vinegar,Peanuts with Vinegar,,,,,,,,,
老醋蛰头,zh-CN,China,Jellyfish with Black Vinegar,Jellyfish with Black Vinegar,,,,,,,,,
老醋黑木耳,zh-CN,China,Black Fungus with Vinegar,Black Fungus with Vinegar,,,,,,,,,
肉末辽参,zh-CN,China,Braised Sea Cucumber with Minced Pork,Braised Sea Cucumber with Minced Pork,,,,,,,,,
胡萝卜炖牛肉,zh-CN,China,Stewed Beef with Carrots,Stewed Beef with Carrots,,,,,,,,,
脆炸桂鱼,zh-CN,China,Fried Crispy Mandarin Fish,Fried Crispy Mandarin Fish,,,,,,,,,
脆皮三丝卷,zh-CN,China,"Crispy Rolls (with Shredded Pork, Sea Cucumber and Bamboo Shoots)","Crispy Rolls (with Shredded Pork, Sea Cucumber and Bamboo Shoots)",,,,,,,,,
脆皮乳猪,zh-CN,China,Roasted Crispy Suckling Pig,Roasted Crispy Suckling Pig,,,,,,,,,
脆皮乳鸽,zh-CN,China,Crispy Pigeonneau,Crispy Pigeonneau,,,,,,,,,
脆皮全鱼,zh-CN,China,Crispy Whole Fish,Crispy Whole Fish,,,,,,,,,
脆皮鸡,zh-CN,China,Crispy Chicken,Crispy Chicken,,,,,,,,,
脆皮鸳鸯鸭,zh-CN,China,Crispy Duck Prepared and Served in Two Styles,Crispy Duck Prepared and Served in Two Styles,,,,,,,,,
脆虾白菜心,zh-CN,China,Fried Shrimp with Heart of Chinese Cabbage,Fried Shrimp with Heart of Chinese Cabbage,,,,,,,,,
腊八蒜茼蒿,zh-CN,China,Crown Daisy with Pickled Garlic,Crown Daisy with Pickled Garlic,,,,,,,,,
腊八豆炒腊肉,zh-CN,China,Sautéed Preserved Pork with Fermented Soy Beans,Sautéed Preserved Pork with Fermented Soy Beans,,,,,,,,,
腊肉炒香干,zh-CN,China,Sautéed Preserved Pork with Dried Tofu Slices,Sautéed Preserved Pork with Dried Tofu Slices,,,,,,,,,
腊肉炒香芹,zh-CN,China,Sautéed Preserved Pork with Celery,Sautéed Preserved Pork with Celery,,,,,,,,,
腊肉红菜苔,zh-CN,China,Sautéed Preserved Pork with Preserved Vegetables,Sautéed Preserved Pork with Preserved Vegetables,,,,,,,,,
腌三文鱼,zh-CN,China,Marinated Salmon,Marinated Salmon,,,,,,,,,
腌雪里蕻,zh-CN,China,Pickled Potherb Mustard,Pickled Potherb Mustard,,,,,,,,,
腐乳猪蹄,zh-CN,China,Stewed Pig Feet with Preserved Tofu,Stewed Pig Feet with Preserved Tofu,,,,,,,,,
腩肉烧梅参,zh-CN,China,Braised Pork Tenderloin with Search Cucumber,Braised Pork Tenderloin with Search Cucumber,,,,,,,,,
腰果牛肉粒,zh-CN,China,Sautéed Diced Beef with Cashew Nuts,Sautéed Diced Beef with Cashew Nuts,,,,,,,,,
腰果鸡丁,zh-CN,China,Sautéed Diced Chicken and Cashew Nuts,Sautéed Diced Chicken and Cashew Nuts,,,,,,,,,
至尊蟹黄干捞翅,zh-CN,China,Sautéed Shark Fin with Crab Roe,Sautéed Shark Fin with Crab Roe,,,,,,,,,
色拉九孔,zh-CN,China,Abalone Salad,Abalone Salad,,,,,,,,,
芋头蒸排骨,zh-CN,China,Steamed Spare Ribs with Taro,Steamed Spare Ribs with Taro,,,,,,,,,
芋茸香酥鸭,zh-CN,China,Deep-Fried Boneless Duck with Taro,Deep-Fried Boneless Duck with Taro,,,,,,,,,
芙蓉三鲜,zh-CN,China,Three Delicacies with Egg White,Three Delicacies with Egg White,,,,,,,,,
芙蓉鸡片,zh-CN,China,Sautéed Sliced Chicken in Egg White,Sautéed Sliced Chicken in Egg White,,,,,,,,,
芝麻牛肉,zh-CN,China,Sautéed Beef with Sesame,Sautéed Beef with Sesame,,,,,,,,,
芝麻鸡,zh-CN,China,Boiled Chicken with Sesame,Boiled Chicken with Sesame,,,,,,,,,
芥兰扒牛柳,zh-CN,China,Sautéed Beef Tenderloin with Chinese Broccoli,Sautéed Beef Tenderloin with Chinese Broccoli,,,,,,,,,
芥兰牛肉,zh-CN,China,Sautéed Beef with Chinese Broccoli,Sautéed Beef with Chinese Broccoli,,,,,,,,,
芥兰肉,zh-CN,China,Stir-Fried Pork with Chinese Broccoli,Stir-Fried Pork with Chinese Broccoli,,,,,,,,,
芥兰虾,zh-CN,China,Sautéed Shrimp with Chinese Broccoli,Sautéed Shrimp with Chinese Broccoli,,,,,,,,,
芥兰鲜鱿,zh-CN,China,Sautéed Squid with Chinese Broccoli,Sautéed Squid with Chinese Broccoli,,,,,,,,,
芥兰鸡,zh-CN,China,Sautéed Chicken with Chinese Broccoli,Sautéed Chicken with Chinese Broccoli,,,,,,,,,
芥末木耳,zh-CN,China,Black Fungus with Wasabi,Black Fungus with Wasabi,,,,,,,,,
芥末虾球,zh-CN,China,Sautéed Prawn Topped with Wasabi,Sautéed Prawn Topped with Wasabi,,,,,,,,,
芥末鸭掌,zh-CN,China,Duck Webs with Wasabi,Duck Webs with Wasabi,,,,,,,,,
芦笋牛柳,zh-CN,China,Sautéed Beef Tenderloin with Green Asparagus,Sautéed Beef Tenderloin with Green Asparagus,,,,,,,,,
芦笋鸡片,zh-CN,China,Sautéed Chicken Slices with Asparagus,Sautéed Chicken Slices with Asparagus,,,,,,,,,
芫爆散丹,zh-CN,China,Sautéed Beef Tripe with Coriander,Sautéed Beef Tripe with Coriander,,,,,,,,,
芫爆肚丝,zh-CN,China,Sautéed Sliced Pork Tripe with Coriander,Sautéed Sliced Pork Tripe with Coriander,,,,,,,,,
芫爆里脊丝,zh-CN,China,Sautéed Shredded Pork Tenderloin with Coriander,Sautéed Shredded Pork Tenderloin with Coriander,,,,,,,,,
芫爆鸡片,zh-CN,China,Stir-Fried Chicken Slices with Coriander,Stir-Fried Chicken Slices with Coriander,,,,,,,,,
芫爆鹌鹑脯,zh-CN,China,Stir-Fried Quail Breast with Coriander,Stir-Fried Quail Breast with Coriander,,,,,,,,,
花旗参炖竹丝鸡,zh-CN,China,Stewed Tender Chicken with Ginseng,Stewed Tender Chicken with Ginseng,,,,,,,,,
花椒甲鱼,zh-CN,China,Turtle with Sichuan Pepper Corns,Turtle with Sichuan Pepper Corns,,,,,,,,,
花生太湖银鱼,zh-CN,China,Taihu Silver Fish with Peanuts,Taihu Silver Fish with Peanuts,,,,,,,,,
花胶菜胆炖竹笙翅,zh-CN,China,Stewed Shark Fin with Fish Maw and Bamboo Fungus,Stewed Shark Fin with Fish Maw and Bamboo Fungus,,,,,,,,,
芸豆焖猪尾,zh-CN,China,Braised Pigtails with Green Beans,Braised Pigtails with Green Beans,,,,,,,,,
芹菜肉丝,zh-CN,China,Sautéed Shredded Pork with Celery,Sautéed Shredded Pork with Celery,,,,,,,,,
芽菜回锅肉,zh-CN,China,Hot and Spicy Pork Slices with Scallion and Preserved Vegetable,Hot and Spicy Pork Slices with Scallion and Preserved Vegetable,,,,,,,,,
芽菜扣肉,zh-CN,China,Steamed Pork Slices with Preserved Vegetable,Steamed Pork Slices with Preserved Vegetable,,,,,,,,,
苹果咖喱鸡,zh-CN,China,Curry Chicken with Apple,Curry Chicken with Apple,,,,,,,,,
茄汁虾仁,zh-CN,China,Sautéed Shrimp with Tomato Sauce,Sautéed Shrimp with Tomato Sauce,,,,,,,,,
茶树菇炒鹿片,zh-CN,China,Sautéed Venison Slices with Tea Plant Mushroom,Sautéed Venison Slices with Tea Plant Mushroom,,,,,,,,,
茶香鸡,zh-CN,China,Tea Flavored Chicken,Tea Flavored Chicken,,,,,,,,,
草鱼（干烧/清蒸/水煮/酸菜）,zh-CN,China,Grass Carp (Dry-Braised / Steamed / Boiled in Hot Chili Oil / Sautéed with Pickled Cabbage),Grass Carp (Dry-Braised / Steamed / Boiled in Hot Chili Oil / Sautéed with Pickled Cabbage),,,,,,,,,
荔枝炒牛肉,zh-CN,China,Sautéed Beef with Lichee,Sautéed Beef with Lichee,,,,,,,,,
荔茸鹅肝卷,zh-CN,China,Deep-Fried Goose Liver Roll with Taro,Deep-Fried Goose Liver Roll with Taro,,,,,,,,,
荠菜鸡片,zh-CN,China,Sautéed Sliced Chicken with Mustard Leaves,Sautéed Sliced Chicken with Mustard Leaves,,,,,,,,,
荷包蛋,zh-CN,China,Poached Egg,Poached Egg,,,,,,,,,
荷塘焖什菌,zh-CN,China,Stewed Assorted Mushrooms with Lotus Root,Stewed Assorted Mushrooms with Lotus Root,,,,,,,,,
荷葉蒸田雞,zh-CN,"China, Guangdong, Hong Kong",frog legs steamed on a lotus leaf,steamed frog legs on lotus leaf,https://en.wikipedia.org/wiki/Frog_legs#China,,,,traditional,,,Seafood,Main
荷香蒸乳鸽,zh-CN,China,Steamed Pigeon Wrapped in Lotus Leaves,Steamed Pigeon Wrapped in Lotus Leaves,,,,,,,,,
荸荠鸡片,zh-CN,China,Sautéed Chicken Slices with Water Chestnuts,Sautéed Chicken Slices with Water Chestnuts,,,,,,,,,
莲藕辣香鸡球,zh-CN,China,Sautéed Spicy Chicken Meat Balls with Lotus Roots,Sautéed Spicy Chicken Meat Balls with Lotus Roots,,,,,,,,,
莼菜鲈鱼烩,zh-CN,China,Stewed Perch with Water Shield Leaves,Stewed Perch with Water Shield Leaves,,,,,,,,,
菊花乌龙烩鱼肚,zh-CN,China,Stewed Fish Maw with Chrysanthemum and Oolong Tea,Stewed Fish Maw with Chrysanthemum and Oolong Tea,,,,,,,,,
菜头烧板鹅,zh-CN,China,Braised Dried Goose and Lettuce Head,Braised Dried Goose and Lettuce Head,,,,,,,,,
菜心扒牛肉,zh-CN,China,Grilled Beef with the Heart of Green Vegetable,Grilled Beef with the Heart of Green Vegetable,,,,,,,,,
菜心扒鱼圆,zh-CN,China,Braised Fish Balls with Vegetable Heart,Braised Fish Balls with Vegetable Heart,,,,,,,,,
菜片乳鸽松,zh-CN,China,Sautéed Dried Pigeon Floss with Sliced Vegetables,Sautéed Dried Pigeon Floss with Sliced Vegetables,,,,,,,,,
菜甫肉碎煎蛋,zh-CN,China,Pan-Fried Eggs with Minced Pork and Vegetables,Pan-Fried Eggs with Minced Pork and Vegetables,,,,,,,,,
菜胆杏包菇,zh-CN,China,Sautéed Green Vegetable with Mushrooms,Sautéed Green Vegetable with Mushrooms,,,,,,,,,
菜胆白灵菇,zh-CN,China,Braised Mushrooms and Green Vegetable,Braised Mushrooms and Green Vegetable,,,,,,,,,
菜胆肘子炖海中宝,zh-CN,China,"Stewed Fish Maw, Sea Cucumber and Ham with Green Vegetable","Stewed Fish Maw, Sea Cucumber and Ham with Green Vegetable",,,,,,,,,
菜胆蚝油牛肉,zh-CN,China,Sautéed Sliced Beef and Green Vegetable in Oyster Sauce,Sautéed Sliced Beef and Green Vegetable in Oyster Sauce,,,,,,,,,
菜远炒排骨,zh-CN,China,Sautéed Spare Ribs with Green Vegetable,Sautéed Spare Ribs with Green Vegetable,,,,,,,,,
菜远炒牛肉,zh-CN,China,Sautéed Beef with Green Vegetable,Sautéed Beef with Green Vegetable,,,,,,,,,
菜远石斑球,zh-CN,China,Sautéed Sea Bass Balls with Green Vegetable,Sautéed Sea Bass Balls with Green Vegetable,,,,,,,,,
菜远虾球,zh-CN,China,Sautéed Prawn Balls with Green Vegetable,Sautéed Prawn Balls with Green Vegetable,,,,,,,,,
菜远鸡球,zh-CN,China,Sautéed Chicken Balls with Green Vegetables,Sautéed Chicken Balls with Green Vegetables,,,,,,,,,
菠萝松仁虾肉,zh-CN,China,Sautéed Shrimp with Pineapple and Pine Nuts,Sautéed Shrimp with Pineapple and Pine Nuts,,,,,,,,,
菠萝虾球,zh-CN,China,Sautéed Prawn with Pineapple,Sautéed Prawn with Pineapple,,,,,,,,,
萝卜干毛豆,zh-CN,China,Pickled Turnip with Green Beans,Pickled Turnip with Green Beans,,,,,,,,,
萝卜干腊肉,zh-CN,China,Sautéed Cured Pork with Pickled Turnip,Sautéed Cured Pork with Pickled Turnip,,,,,,,,,
萝卜苗,zh-CN,China,Turnip Sprouts,Turnip Sprouts,,,,,,,,,
葱姜油淋鸡,zh-CN,China,Chicken with Scallion and Ginger Oil,Chicken with Scallion and Ginger Oil,,,,,,,,,
葱姜生蚝,zh-CN,China,Sautéed Oyster with Ginger and Scallion,Sautéed Oyster with Ginger and Scallion,,,,,,,,,
葱姜肉蟹,zh-CN,China,Sautéed Crab with Ginger and Scallion,Sautéed Crab with Ginger and Scallion,,,,,,,,,
葱油九孔,zh-CN,China,Abalone in Scallion Oil,Abalone in Scallion Oil,,,,,,,,,
葱油泼多宝鱼,zh-CN,China,Steamed Turbot with Scallion Oil,Steamed Turbot with Scallion Oil,,,,,,,,,
葱油泼牙片鱼,zh-CN,China,Steamed Turbot with Scallion Oil,Steamed Turbot with Scallion Oil,,,,,,,,,
葱油泼石斑鱼,zh-CN,China,Steamed Sea Bass with Scallion Oil,Steamed Sea Bass with Scallion Oil,,,,,,,,,
葱油活桂鱼,zh-CN,China,Steamed Mandarin Fish with Scallion Oil,Steamed Mandarin Fish with Scallion Oil,,,,,,,,,
葱油鸡,zh-CN,China,Chicken with Scallion Sauce,Chicken with Scallion Sauce,,,,,,,,,
葱油鸡,zh-CN,China,Chicken with Scallion Oil,Chicken with Scallion Oil,,,,,,,,,
葱油鹅肝,zh-CN,China,Goose Liver with Scallion Sauce,Goose Liver with Scallion Sauce,,,,,,,,,
葱烤银鳕鱼,zh-CN,China,Grilled Codfish with Scallion,Grilled Codfish with Scallion,,,,,,,,,
葱烧梅花参,zh-CN,China,Braised Sea Cucumber with Scallion,Braised Sea Cucumber with Scallion,,,,,,,,,
葱烧海参,zh-CN,China,Braised Sea Cucumber with Scallion,Braised Sea Cucumber with Scallion,,,,,,,,,
葱烧海参牛蹄筋,zh-CN,China,Braised Sea Cucumber and Beef Tendon with Scallion,Braised Sea Cucumber and Beef Tendon with Scallion,,,,,,,,,
葱烧海参鲍鱼,zh-CN,China,Braised Sea Cucumber and Abalone with Scallion,Braised Sea Cucumber and Abalone with Scallion,,,,,,,,,
葱烧鱼片,zh-CN,China,Braised Sliced Fish with Scallion,Braised Sliced Fish with Scallion,,,,,,,,,
葱烧鳗鱼,zh-CN,China,Braised Eel with Scallion,Braised Eel with Scallion,,,,,,,,,
葱焅河鲫鱼,zh-CN,China,Braised Crucian Carp with Scallion,Braised Crucian Carp with Scallion,,,,,,,,,
葱煸羊腩,zh-CN,China,Sautéed Diced Lamb with Scallion,Sautéed Diced Lamb with Scallion,,,,,,,,,
葱爆海参条,zh-CN,China,Stir-Fried Sea Cucumber with Scallion,Stir-Fried Sea Cucumber with Scallion,,,,,,,,,
葱爆羊肉,zh-CN,China,Stir-Fried Sliced Lamb with Scallion,Stir-Fried Sliced Lamb with Scallion,,,,,,,,,
葱爆肥牛,zh-CN,China,Sautéed Beef with Scallion,Sautéed Beef with Scallion,,,,,,,,,
葱花炒鸡蛋,zh-CN,China,Scrambled Eggs with Diced Scallion,Scrambled Eggs with Diced Scallion,,,,,,,,,
蒙古手抓肉,zh-CN,China,"Boiled Lamb, Mongolian Style","Boiled Lamb, Mongolian Style",,,,,,,,,
蒙古牛肉,zh-CN,China,Sautéed Mongolian Beef,Sautéed Mongolian Beef,,,,,,,,,
蒜汁鹅胗,zh-CN,China,Goose Gizzard with Garlic Sauce,Goose Gizzard with Garlic Sauce,,,,,,,,,
蒜泥白肉,zh-CN,China,Sliced Boiled Pork with Mashed Garlic,Sliced Boiled Pork with Mashed Garlic,,,,,,,,,
蒜泥黄瓜,zh-CN,"Sichuan, China",fresh cucumber lightly crushed and seasoned with garlic for a refreshing side dish,cucumber with mashed garlic,,,,,"sichuan,vegetarian",,,,Side
蒜茸海带丝,zh-CN,China,Sliced Kelp with Mashed Garlic,Sliced Kelp with Mashed Garlic,,,,,,,,,
蒜茸腰片,zh-CN,China,Sautéed Pig Kidney with Mashed Garlic,Sautéed Pig Kidney with Mashed Garlic,,,,,,,,,
蒜香椒盐肉排,zh-CN,China,Deep-Fried Spare Ribs with Minced Garlic and Spiced Salt,Deep-Fried Spare Ribs with Minced Garlic and Spiced Salt,,,,,,,,,
蒜香烩肥肠,zh-CN,China,Braised Pork Intestines with Mashed Garlic,Braised Pork Intestines with Mashed Garlic,,,,,,,,,
蕨根粉拌蛰头,zh-CN,China,Fern Root Noodles with Jellyfish Head,Fern Root Noodles with Jellyfish Head,,,,,,,,,
薑蔥龍蝦,zh-CN,"China, Guangdong, Hong Kong","deep fried lobster pieces that are stir fried with slices of ginger, green scallions and wine",lobster with ginger and scallions,,,,,,,,,
虫草炖乌鸡,zh-CN,China,Stewed Black-Boned Chicken with Aweto,Stewed Black-Boned Chicken with Aweto,,,,,,,,,
虫草炖老鸭,zh-CN,China,Stewed Duck with Aweto,Stewed Duck with Aweto,,,,,,,,,
虫草蒸裙边,zh-CN,China,Steamed Turtle Rim with Aweto,Steamed Turtle Rim with Aweto,,,,,,,,,
虾酱炒鸡蛋,zh-CN,China,Scrambled Eggs with Shrimp Paste,Scrambled Eggs with Shrimp Paste,,,,,,,,,
蚂蚁上树,zh-CN,China,Sautéed Vermicelli with Spicy Minced Pork,Sautéed Vermicelli with Spicy Minced Pork,,,,,,,,,
蚝毛金元鲍,zh-CN,China,Braised Abalone with Oyster Sauce,Braised Abalone with Oyster Sauce,,,,,,,,,
蚝汁扣鱼肚,zh-CN,China,Braised Fish Maw in Oyster Sauce,Braised Fish Maw in Oyster Sauce,,,,,,,,,
蚝汁辽参扣鸭掌,zh-CN,China,Braised Sea Cucumber with Duck Webs in Oyster Sauce,Braised Sea Cucumber with Duck Webs in Oyster Sauce,,,,,,,,,
蚝油小鲍,zh-CN,China,Sautéed Abalone with Oyster Sauce,Sautéed Abalone with Oyster Sauce,,,,,,,,,
蚝油鲍脯,zh-CN,China,Sautéed Sliced Abalone in Oyster Sauce,Sautéed Sliced Abalone in Oyster Sauce,,,,,,,,,
蚝皇原汁白灵菇,zh-CN,China,Braised Mushrooms in Oyster Sauce,Braised Mushrooms in Oyster Sauce,,,,,,,,,
蚝皇扣干鲍,zh-CN,China,Braised Dried Abalone with Oyster Sauce in Bowl,Braised Dried Abalone with Oyster Sauce in Bowl,,,,,,,,,
蚝皇滑牛肉,zh-CN,China,Sautéed Beef in Oyster Sauce,Sautéed Beef in Oyster Sauce,,,,,,,,,
蚝皇鲍鱼,zh-CN,China,Braised Abalone in Oyster Sauce,Braised Abalone in Oyster Sauce,,,,,,,,,
蚝皇鲜鲍片,zh-CN,China,Braised Fresh Abalone Slices with Oyster Sauce,Braised Fresh Abalone Slices with Oyster Sauce,,,,,,,,,
蚝黄煎银鳕鱼,zh-CN,China,Pan-Fried Codfish in Oyster Sauce,Pan-Fried Codfish in Oyster Sauce,,,,,,,,,
蛋煎猪脑,zh-CN,China,Scrambled Eggs with Pig Brain,Scrambled Eggs with Pig Brain,,,,,,,,,
蛋羹,zh-CN,China,Steamed Egg Custard,Steamed Egg Custard,,,,,,,,,
蛋花炒鱼肚,zh-CN,China,Sautéed Fish Maw with Scrambled Egg,Sautéed Fish Maw with Scrambled Egg,,,,,,,,,
蛋衣河鳗,zh-CN,China,Flavored Eel coated with Egg,Flavored Eel coated with Egg,,,,,,,,,
蛋酥樟茶鸭,zh-CN,China,Smoked Duck with Egg Crust,Smoked Duck with Egg Crust,,,,,,,,,
蛋黄凉瓜,zh-CN,China,Bitter Melon with Egg Yolk,Bitter Melon with Egg Yolk,,,,,,,,,
蛋黄明虾,zh-CN,China,Fried Prawns Coated with Egg Yolk,Fried Prawns Coated with Egg Yolk,,,,,,,,,
蛋黄狮子头,zh-CN,China,Stewed Meat Ball with Egg Yolk,Stewed Meat Ball with Egg Yolk,,,,,,,,,
蛋黄鸭卷,zh-CN,China,Duck Rolls with Egg Yolk,Duck Rolls with Egg Yolk,,,,,,,,,
蛤蜊蒸蛋,zh-CN,China,Steamed Egg with Clams,Steamed Egg with Clams,,,,,,,,,
蜜桃水晶丸,zh-CN,China,Deep-Fried Shrimp Balls in Peach Sauce,Deep-Fried Shrimp Balls in Peach Sauce,,,,,,,,,
蜜汁叉烧,zh-CN,China,BBQ Pork with Honey Sauce,BBQ Pork with Honey Sauce,,,,,,,,,
蜜汁火方,zh-CN,China,Steamed Ham with Honey,Steamed Ham with Honey,,,,,,,,,
蜜汁烟熏鸭肉卷,zh-CN,China,Honeyed Smoked Duck Rolls,Honeyed Smoked Duck Rolls,,,,,,,,,
蜜汁烧小肉排,zh-CN,China,Stewed Pork Tenderloin with Honey,Stewed Pork Tenderloin with Honey,,,,,,,,,
蜜汁蒸鲈鱼,zh-CN,China,Steamed Perch Fillet in Honey Sauce,Steamed Perch Fillet in Honey Sauce,,,,,,,,,
蜜汁鸭胸,zh-CN,China,Honeyed Duck Breast,Honeyed Duck Breast,,,,,,,,,
蜜糖子姜鸡,zh-CN,China,Honeyed Chicken with Ginger Shoots,Honeyed Chicken with Ginger Shoots,,,,,,,,,
蜜豆百合炒鱼菘,zh-CN,China,Sautéed Fish Floss with Sweetened Beans and Lily Bulbs,Sautéed Fish Floss with Sweetened Beans and Lily Bulbs,,,,,,,,,
蟹汤红焖狮子头,zh-CN,China,Stewed Pork Balls in Crab Soup,Stewed Pork Balls in Crab Soup,,,,,,,,,
蟹粉豆腐,zh-CN,"China, Shanghai, Jiangsu, Zhejiang",soft tofu in a hairy crab meat and crab roe sauce,soft tofu in crab sauce,,,xiefen tofu,Best eaten over rice,,,,"⚠️ Shellfish,⚠️ Soy",Main
蟹肉芙蓉蛋,zh-CN,China,Crab Meat with Egg White,Crab Meat with Egg White,,,,,,,,,
蟹黄金钩翅,zh-CN,China,Braised Shark Fin with Crab Roe,Braised Shark Fin with Crab Roe,,,,,,,,,
西兰花牛柳,zh-CN,China,Sautéed Beef Tenderloin with Broccoli,Sautéed Beef Tenderloin with Broccoli,,,,,,,,,
西兰花鸡片,zh-CN,China,Sautéed Chicken Slices with Broccoli,Sautéed Chicken Slices with Broccoli,,,,,,,,,
西汁牛柳,zh-CN,China,Beef Tenderloin with Tomato Sauce,Beef Tenderloin with Tomato Sauce,,,,,,,,,
豆干炒肉絲,zh-CN,"China, Taiwan",julienned five spice braised tofu and pork stir fry,stir fried dry tofu and pork,,,"豆干炒肉丝, stir fried tofu gan and pork",,,,,"🐖 Pork,⚠️ Soy",Main
豆瓣全鱼,zh-CN,China,Whole Fish Dressed with Spicy Bean Sauce,Whole Fish Dressed with Spicy Bean Sauce,,,,,,,,,
豆瓣烧大黄鱼,zh-CN,China,Braised Yellow Croaker in Bean Sauce,Braised Yellow Croaker in Bean Sauce,,,,,,,,,
豆瓣酱鲜鱿,zh-CN,China,Sautéed Squid with Soy Bean Paste,Sautéed Squid with Soy Bean Paste,,,,,,,,,
豆瓣鲈鱼,zh-CN,China,Braised Perch in Soy Bean Paste,Braised Perch in Soy Bean Paste,,,,,,,,,
豆腐烧鱼,zh-CN,China,Braised Fish with Tofu,Braised Fish with Tofu,,,,,,,,,
豆苗大虾,zh-CN,China,Sautéed Prawns with Pea Sprouts,Sautéed Prawns with Pea Sprouts,,,,,,,,,
豆苗羊肚菌,zh-CN,China,Braised Yellow Fungus with Pea Sprouts,Braised Yellow Fungus with Pea Sprouts,,,,,,,,,
豆苗虾仁,zh-CN,China,Sautéed Shrimp with Pea Sprouts,Sautéed Shrimp with Pea Sprouts,,,,,,,,,
豆苗鸡片,zh-CN,China,Sautéed Sliced Chicken with Pea Sprouts,Sautéed Sliced Chicken with Pea Sprouts,,,,,,,,,
豆豉多春鱼,zh-CN,China,Shisamo in Black Bean Sauce,Shisamo in Black Bean Sauce,,,,,,,,,
豆豉大龙虾,zh-CN,China,Sautéed Lobster with Black Bean Sauce,Sautéed Lobster with Black Bean Sauce,,,,,,,,,
豆豉牛柳,zh-CN,China,Braised Beef Fillet in Black Bean Sauce,Braised Beef Fillet in Black Bean Sauce,,,,,,,,,
豆豉猪蹄,zh-CN,China,Stewed Pig Feet with Black Bean Sauce,Stewed Pig Feet with Black Bean Sauce,,,,,,,,,
豆豉芦笋炒鸭柳,zh-CN,China,Sautéed Sliced Duck with Asparagus in Black Bean Sauce,Sautéed Sliced Duck with Asparagus in Black Bean Sauce,,,,,,,,,
豆豉虾球,zh-CN,China,Fried Prawn with Black Bean Sauce,Fried Prawn with Black Bean Sauce,,,,,,,,,
豆豉鲫鱼,zh-CN,China,Crucian Carp in Black Bean Sauce,Crucian Carp in Black Bean Sauce,,,,,,,,,
豆豉鹌鹑脯,zh-CN,China,Braised Quail Breast with Black Bean Sauce,Braised Quail Breast with Black Bean Sauce,,,,,,,,,
豆酥鳕鱼,zh-CN,China,Steamed Codfish with Savory Crispy Beans,Steamed Codfish with Savory Crispy Beans,,,,,,,,,
豆酱炒珍宝蟹,zh-CN,China,Sautéed Jumbo Crab with Soy Bean Paste,Sautéed Jumbo Crab with Soy Bean Paste,,,,,,,,,
豆酱炒肉蟹,zh-CN,China,Sautéed Crab with Soy Bean Paste,Sautéed Crab with Soy Bean Paste,,,,,,,,,
豉椒焗龙虾,zh-CN,China,Braised Lobster with Peppers in Black Bean Sauce,Braised Lobster with Peppers in Black Bean Sauce,,,,,,,,,
豉椒鱿鱼,zh-CN,China,Sautéed Squid with Peppers in Black Bean Sauce,Sautéed Squid with Peppers in Black Bean Sauce,,,,,,,,,
豉椒鳗鱼丝,zh-CN,China,Sautéed Shredded Eel with Peppers in Black Bean Sauce,Sautéed Shredded Eel with Peppers in Black Bean Sauce,,,,,,,,,
豉汁炒三鲜,zh-CN,China,Sautéed Assorted Seafood with Black Bean Sauce,Sautéed Assorted Seafood with Black Bean Sauce,,,,,,,,,
豉汁炒大蚬,zh-CN,China,Sautéed Clam with Black Bean Sauce,Sautéed Clam with Black Bean Sauce,,,,,,,,,
